"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Gres T.; Richardson E.; Choudhary M.; Williams S.O.; Santos L.; Lambert M.","Gres, Tania (57555166700); Richardson, Erin (58531724500); Choudhary, Megha (58531030400); Williams, Saira O. (57562334100); Santos, Luísa (58531572600); Lambert, Marie (59109071300)","57555166700; 58531724500; 58531030400; 57562334100; 58531572600; 59109071300","ASTRONAUT PROFILE EVOLUTION THROUGH TIME AND SPACE: STUDY OF THE PAST, CURRENT AND FUTURE REQUIREMENTS","2022","Proceedings of the International Astronautical Congress, IAC","2022-September","","","","","","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167587190&partnerID=40&md5=19694498a1e3d19288eda6cea970a9d5","Conference paper","Final","","Scopus","2-s2.0-85167587190"
"Monteiro M.N.; Micussi M.T.A.B.C.; da Cruz V.T.; de Oliveira M.C.; Medeiros K.S.; Sarmento A.C.A.; Gonçalves A.K.","Monteiro, Michelly Nóbrega (57193221361); Micussi, Maria Thereza Albuquerque Barbosa Cabral (52864129400); da Cruz, Vitória Teixeira (57316877500); de Oliveira, Maiara Costa (57216347064); Medeiros, Kleyton Santos (57209417755); Sarmento, Ayane Cristine Alves (57203535360); Gonçalves, Ana Katherine (15750764600)","57193221361; 52864129400; 57316877500; 57216347064; 57209417755; 57203535360; 15750764600","Pelvic floor muscle training program for women in the puerperal period: Clinical progress after intervention","2021","Revista da Associacao Medica Brasileira","67","6","","851","856","5","0","10.1590/1806-9282.20210164","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118260459&doi=10.1590%2f1806-9282.20210164&partnerID=40&md5=44061a29f222ae27540661299302fa41","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85118260459"
"Baragatti D.Y.; Rolim A.C.A.; De Castro C.P.; De Melo M.C.; Silva E.M.","Baragatti, Daniella Yamada (57203511535); Rolim, Ana Carine Arruda (56485834200); De Castro, Cristiane Pereira (56485338300); De Melo, Márcio Cristiano (57192382583); Silva, Eliete Maria (7201854991)","57203511535; 56485834200; 56485338300; 57192382583; 7201854991","Critical pathway of women facing violence: An integrative review; [La ruta crítica que recorren las mujeres en situación de violencia: revisión integradora]; [Rota crítica de mulheres em situação de violência: revisão integrativa]","2019","Revista Panamericana de Salud Publica/Pan American Journal of Public Health","43","","e34","","","","6","10.26633/RPSP.2019.34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088400430&doi=10.26633%2fRPSP.2019.34&partnerID=40&md5=791418ece1690a6b0518b4f54fca8740","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85088400430"
"da Cunha M.L.C.; Medeiros T.P.G.; de Sousa Nóbrega I.; Bezerra K.A.; de Araújo-Monteiro G.K.N.; de Castro Marcolino E.; da Silva Soares M.C.; dos Santos-Rodrigues R.C.","da Cunha, Maria Luísa Cabral (58113441400); Medeiros, Tamires Paula Gomes (58112977200); de Sousa Nóbrega, Igor (58112742100); Bezerra, Kalyne Araújo (57440024500); de Araújo-Monteiro, Gleicy Karine Nascimento (57225967173); de Castro Marcolino, Emanuella (54973659900); da Silva Soares, Maria Cidney (36102231400); dos Santos-Rodrigues, Renata Clemente (57951641600)","58113441400; 58112977200; 58112742100; 57440024500; 57225967173; 54973659900; 36102231400; 57951641600","Violence and quality of life of women socially isolated due to COVID-19: a cross-sectional study; [Violência e qualidade de vida de mulheres isoladas socialmente por COVID-19: estudo transversal]; [Violencia y calidad de vida de mujeres en aislamiento social por COVID-19: un estudio transversal]","2022","Online Brazilian Journal of Nursing","21","","e20226570","","","","0","10.17665/1676-4285.20226570","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148597176&doi=10.17665%2f1676-4285.20226570&partnerID=40&md5=354420cbe79bc84079c4979242442664","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85148597176"
"Freitas D.L.D.; Peres A.F.S.; Silva L.G.; Mariz J.V.M.; Santos M.G.; Morais R.S.P.; Morais C.L.M.; Martin F.L.; Pascoal D.A.V.; de A. S. Camargo J.D.; Crispim J.C.O.; Lima K.M.G.","Freitas, Daniel L. D. (57210126879); Peres, Ana F. S. (57219963347); Silva, Lidiane G. (57219962159); Mariz, João V. M. (57218164410); Santos, Marcos G. (57348409900); Morais, Rayanne S. P. (57347791400); Morais, Camilo L. M. (57190219188); Martin, Francis L. (55441090600); Pascoal, Daniel A. V. (57347632800); de A. S. Camargo, Juliana D. (57347791500); Crispim, Janaina C. O. (23049473600); Lima, Kassio M. G. (56052429800)","57210126879; 57219963347; 57219962159; 57218164410; 57348409900; 57347791400; 57190219188; 55441090600; 57347632800; 57347791500; 23049473600; 56052429800","Near-infrared spectroscopy of blood plasma with chemometrics towards HIV discrimination during pregnancy","2021","Scientific Reports","11","1","22609","","","","2","10.1038/s41598-021-02105-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85119470503&doi=10.1038%2fs41598-021-02105-5&partnerID=40&md5=1d698d43bc2e70d83555df3d0d1a70d3","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85119470503"
"Shellock R.J.; Cvitanovic C.; Mackay M.; McKinnon M.C.; Blythe J.; Kelly R.; van Putten I.E.; Tuohy P.; Bailey M.; Begossi A.; Crona B.; Fakoya K.A.; Ferreira B.P.; Ferrer A.J.G.; Frangoudes K.; Gobin J.; Goh H.C.; Haapasaari P.; Hardesty B.D.; Häussermann V.; Hoareau K.; Hornidge A.-K.; Isaacs M.; Kraan M.; Li Y.; Liu M.; Lopes P.F.M.; Mlakar M.; Morrison T.H.; Oxenford H.A.; Pecl G.T.; Penca J.; Robinson C.; Selim S.; Skern-Mauritzen M.; Soejima K.; Soto D.; Spalding A.K.; Vadrot A.; Vaidianu N.; Webber M.; Wisz M.S.","Shellock, Rebecca J. (57192276414); Cvitanovic, Christopher (25624329800); Mackay, Mary (57201986091); McKinnon, Merryn C. (55810314200); Blythe, Jessica (55993171700); Kelly, Rachel (57202729480); van Putten, Ingrid E. (35319396900); Tuohy, Paris (57776942700); Bailey, Megan (23990423300); Begossi, Alpina (6701814599); Crona, Beatrice (57203064581); Fakoya, Kafayat A. (24398947400); Ferreira, Beatrice P. (7007036703); Ferrer, Alice J.G. (56150887500); Frangoudes, Katia (23492203100); Gobin, Judith (6603902434); Goh, Hong Ching (56141384400); Haapasaari, Paivi (22957754700); Hardesty, Britta Denise (7005344194); Häussermann, Vreni (57204227116); Hoareau, Kelly (57224501788); Hornidge, Anna-Katharina (20435989300); Isaacs, Moenieba (16309718400); Kraan, Marloes (55838677100); Li, Yinji (57201204382); Liu, Min (58603997100); Lopes, Priscila F.M. (56468837900); Mlakar, Marina (6602164515); Morrison, Tiffany H. (35964161000); Oxenford, Hazel A. (6602742668); Pecl, Gretta T. (6602413277); Penca, Jerneja (35332856900); Robinson, Carol (23045392200); Selim, Samiya (57205549382); Skern-Mauritzen, Mette (36613814200); Soejima, Kumi (57776716800); Soto, Doris (57195216901); Spalding, Ana K. (56821669900); Vadrot, Alice (46961423700); Vaidianu, Natașa (55971102000); Webber, Mona (7103355856); Wisz, Mary S. (23037763700)","57192276414; 25624329800; 57201986091; 55810314200; 55993171700; 57202729480; 35319396900; 57776942700; 23990423300; 6701814599; 57203064581; 24398947400; 7007036703; 56150887500; 23492203100; 6603902434; 56141384400; 22957754700; 7005344194; 57204227116; 57224501788; 20435989300; 16309718400; 55838677100; 57201204382; 58603997100; 56468837900; 6602164515; 35964161000; 6602742668; 6602413277; 35332856900; 23045392200; 57205549382; 36613814200; 57776716800; 57195216901; 56821669900; 46961423700; 55971102000; 7103355856; 23037763700","Breaking down barriers: The identification of actions to promote gender equality in interdisciplinary marine research institutions","2022","One Earth","5","6","","687","708","21","14","10.1016/j.oneear.2022.05.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133298222&doi=10.1016%2fj.oneear.2022.05.006&partnerID=40&md5=08d5ef8c64e0b6ac13ee7ca8ec76850c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85133298222"
"Gomes de Souza A.M.; da Silva Costa K.T.; Bento de Morais T.N.; de Andrade F.B.","Gomes de Souza, Ana Mayara (57423668100); da Silva Costa, Ketyllem Tayanne (57221798438); Bento de Morais, Thiffany Nayara (57424265400); de Andrade, Fábia Barbosa (36131259100)","57423668100; 57221798438; 57424265400; 36131259100","Overview of the mortality from external causes of reproductive-age women in Brazil","2022","Medicine (United States)","101","1","e28508","","","","0","10.1097/MD.0000000000028508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123373857&doi=10.1097%2fMD.0000000000028508&partnerID=40&md5=9f3b72a28b3a323110580988f96be311","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85123373857"
"Lopes P.F.M.; de Freitas C.T.; Hallwass G.; Silvano R.A.M.; Begossi A.; Campos-Silva J.V.","Lopes, Priscila F. M. (56468837900); de Freitas, Carolina Tavares (57216994191); Hallwass, Gustavo (36666182300); Silvano, Renato A. M. (6602535117); Begossi, Alpina (6701814599); Campos-Silva, João Vitor (57208457270)","56468837900; 57216994191; 36666182300; 6602535117; 6701814599; 57208457270","Just Aquatic Governance: The Amazon basin as fertile ground for aligning participatory conservation with social justice","2021","Aquatic Conservation: Marine and Freshwater Ecosystems","31","5","","1190","1205","15","18","10.1002/aqc.3586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102626163&doi=10.1002%2faqc.3586&partnerID=40&md5=9b07e5d369a9544eb3fc2de52d128a89","Article","Final","","Scopus","2-s2.0-85102626163"
"Marcondes M.M.; Farah M.F.S.","Marcondes, Mariana Mazzini (57218892643); Farah, Marta Ferreira Santos (36001146300)","57218892643; 36001146300","Transversalidade de gênero em política pública Gender Mainstreaming in Public Policy","2021","Revista Estudos Feministas","29","1","","1","15","14","2","10.1590/1806-9584-2021V29N165398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108698439&doi=10.1590%2f1806-9584-2021V29N165398&partnerID=40&md5=d764683dfd1731141f823314ddc82b18","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85108698439"
"De Medeiros B.G.; Pimentel C.E.; Sarmet M.M.; Mariano T.E.","De Medeiros, Bruno Gonçalves (57219127147); Pimentel, Carlos Eduardo (23489966000); Sarmet, Maurício Miranda (57188982517); Mariano, Tailson Evangelista (57193994717)","57219127147; 23489966000; 57188982517; 57193994717","""Brutal kill!"" violent video games as a predictor of aggression","2020","Psico-USF","25","2","","261","271","10","9","10.1590/1413-82712020250205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091372959&doi=10.1590%2f1413-82712020250205&partnerID=40&md5=4ae5b4eb67922d7999e37849382221d3","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85091372959"
"de Morais Fernandes F.C.G.; de Oliveira Santos E.G.; Barbosa I.R.","de Morais Fernandes, Fábia Cheyenne Gomes (57194346042); de Oliveira Santos, Emelynne Gabrielly (57194337111); Barbosa, Isabelle Ribeiro (7005125593)","57194346042; 57194337111; 7005125593","Age of first pregnancy in Brazil: Data from the national health survey","2019","Journal of Human Growth and Development","29","3","","304","31","-273","6","10.7322/jhgd.v29.9523","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078718065&doi=10.7322%2fjhgd.v29.9523&partnerID=40&md5=a3b52fa6ece3a916d44e91795ec0d2d9","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85078718065"
"da Silva Duarte F.H.; de Araújo N.M.; de Oliveira Silva S.; Leal N.T.B.; de Souza Costa T.M.; de Alencar I.G.M.; Dantas R.A.N.; Dantas D.V.","da Silva Duarte, Fernando Hiago (57832789300); de Araújo, Naryllenne Maciel (57223096373); de Oliveira Silva, Silmara (57938427200); Leal, Nahadja Tahaynara Barros (57938374100); de Souza Costa, Thatiane Monick (57191853576); de Alencar, Isabele Gouveia Muniz (58733144800); Dantas, Rodrigo Assis Neves (55368852500); Dantas, Daniele Vieira (55368301200)","57832789300; 57223096373; 57938427200; 57938374100; 57191853576; 58733144800; 55368852500; 55368301200","Content validation of an audiovisual resource for people living with HIV; [Validação do conteúdo de um recurso audiovisual para pessoas vivendo com HIV]; [Validación del contenido de un recurso audiovisual para personas que viven con el VIH]","2024","Africa Journal of Nursing and Midwifery","37","","eAPE01361","","","","0","10.37689/acta-ape/2024AO0013611","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189359137&doi=10.37689%2facta-ape%2f2024AO0013611&partnerID=40&md5=93bdbc928468c79869bc0ebcb8081865","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85189359137"
"Novo A.L.C.","Novo, Arthur Leonardo Costa (57239167000)","57239167000","“Mom, Maria never existed! Can you call me João?” Reflexions on the experiences of transgender children with family relations and medicalization; [“Mãe, Maria nunca existiu! Me chama de João?” Uma análise etnográfica das relações de família e medicalização nas experiências de “crianças trans”]","2021","Horizontes Antropologicos","27","60","","317","349","32","0","10.1590/S0104-71832021000200011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113862227&doi=10.1590%2fS0104-71832021000200011&partnerID=40&md5=dd416e6d12d1e5369a361d68ca3f8d06","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85113862227"
"Figueiredo P.A.O.; Costa T.S.L.M.; Lima M.D.A.; Magalhães A.G.; Bezerra I.F.D.; Driusso P.; de Sousa V.P.S.","Figueiredo, Polianne Angella Oliveira (59136108800); Costa, Tâmara Stéphanie Lucena de Medeiros (59135831900); Lima, Mateus Dantas de Azevedo (59135695400); Magalhães, Adriana Gomes (56030685000); Bezerra, Ingrid Fonsêca Damasceno (6603390480); Driusso, Patricia (23567617500); de Sousa, Vanessa Patrícia Soares (36620223000)","59136108800; 59135831900; 59135695400; 56030685000; 6603390480; 23567617500; 36620223000","Self-Perception of Sexual Dysfunction of Adult Brazilian Women of Reproductive Age: A Cross-Sectional Study","2024","Journal of Multidisciplinary Healthcare","17","","","2165","2173","8","0","10.2147/JMDH.S442074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193730115&doi=10.2147%2fJMDH.S442074&partnerID=40&md5=ca5d52f23b80e83164076a44795a4f7e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85193730115"
"Leite J.F.; Dimenstein M.; Belarmino V.H.; Macedo J.P.; Dantas C.; Carvalho A.V.; Filho A.A.","Leite, Jáder Ferreira (14067759400); Dimenstein, Magda (14066946600); Belarmino, Victor Hugo (57210154362); Macedo, João Paulo (54881208400); Dantas, Candida (36522577400); Carvalho, Andressa Veras (57224987411); Filho, Antonio Alves (57210153195)","14067759400; 14066946600; 57210154362; 54881208400; 36522577400; 57224987411; 57210153195","POLITICAL PARTICIPATION FROM RURAL QUILOMBOLA WOMEN IN THE BRAZILIAN NORTHEAST; [PARTICIPAÇÃO POLÍTICA DE MULHERES QUILOMBOLAS RURAIS NO NORDESTE BRASILEIRO]","2021","Athenea Digital","21","2","","1","19","18","0","10.5565/rev/athenea.2810","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108810601&doi=10.5565%2frev%2fathenea.2810&partnerID=40&md5=27b6b39396d7ffef9c00c57962d59782","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85108810601"
"Marcondes M.M.; Farah M.F.S.; de Sierra I.P.; Laspina P.J.","Marcondes, Mariana Mazzini (57218892643); Farah, Marta Ferreira Santos (36001146300); de Sierra, Isabel Pérez (57218898927); Laspina, Peter Joseph (57209715506)","57218892643; 36001146300; 57218898927; 57209715506","Feminist agenda and child care services: Brazil, argentina and uruguay; [Agenda féministe et politiques de garde d´enfants: Brésil, argentine et uruguay]; [Agenda feminista e serviços de cuidado infantil: Brasil, argentina e uruguai]; [Agenda feminista y servicios de cuidado infantil: Brasil, argentina y uruguay]","2020","Cadernos de Pesquisa","50","176","","410","428","18","1","10.1590/198053147018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090648654&doi=10.1590%2f198053147018&partnerID=40&md5=bab42475b0e46363511abbe802f0af7f","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85090648654"
"Belarmino V.H.; Leite J.F.","Belarmino, Victor Hugo (57210154362); Leite, Jáder Ferreira (14067759400)","57210154362; 14067759400","PRODUCTION OF MEANINGS IN A REFLEXIVE GROUP FOR MALE PERPETRATORS OF VIOLENCE; [PRODUÇÂO DE SENTIDOS EM UM GRUPO REFLEXIVO PARA HOMENS AUTORES DE VIOLÊNCIA]; [PRODUCCIÓN DE SIGNIFICADOS EN UN GRUPO REFLEXIVO PARA HOMBRES AUTORES DE VIOLENCIA]","2020","Psicologia e Sociedade","32","","","1","16","15","0","10.1590/1807-0310/2020V32218781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098550469&doi=10.1590%2f1807-0310%2f2020V32218781&partnerID=40&md5=abeb811699e5fcf694474d472eaf85c6","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85098550469"
"Bezerra D.S.; Ribeiro K.D.S.; Lima M.S.R.; Pires Medeiros J.F.; da Silva A.G.C.L.; Dimenstein R.; Osório M.M.","Bezerra, D.S. (35092223900); Ribeiro, K.D.S. (9638776500); Lima, M.S.R. (35422272700); Pires Medeiros, J.F. (57151317300); da Silva, A.G.C.L. (57095337900); Dimenstein, R. (6507435634); Osório, M.M. (7006394319)","35092223900; 9638776500; 35422272700; 57151317300; 57095337900; 6507435634; 7006394319","Retinol status and associated factors in mother–newborn pairs","2020","Journal of Human Nutrition and Dietetics","33","2","","222","231","9","7","10.1111/jhn.12707","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074013282&doi=10.1111%2fjhn.12707&partnerID=40&md5=9be465bb02f5be90a3927b08e517a85e","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85074013282"
"De Sá Pinheiro A.; Lima S.S.; Naiff Ferreira G.R.O.; Feijão A.R.; Da Silva R.A.R.; Gir E.; Reis R.K.; Vieira Pereira F.M.; Gonçalves L.H.T.; Polaro S.H.I.; Cruz A.M.P.; Botelho E.P.; Corrêa R.A.","De Sá Pinheiro, Adriana (57710568300); Lima, Sandra Souza (56927755200); Naiff Ferreira, Glenda Roberta Oliveira (57711079100); Feijão, Alexsandra Rodrigues (14069990000); Da Silva, Richardson Augusto Rosendo (57214510689); Gir, Elucir (7003341132); Reis, Renata Karina (7103370500); Vieira Pereira, Fernanda Maria (57190347195); Gonçalves, Lucia Hisako Takase (23473458000); Polaro, Sandra Helena Isse (39362165000); Cruz, Aline Maria Pereira (56114565100); Botelho, Eliã Pinheiro (57211540618); Corrêa, Rua Augusto (57710057100)","57710568300; 56927755200; 57711079100; 14069990000; 57214510689; 7003341132; 7103370500; 57190347195; 23473458000; 39362165000; 56114565100; 57211540618; 57710057100","HIV epidemic in a province of the Brazilian Amazon region: Temporal trend analysis","2022","Journal of Public Health Research","11","2","2513","","","","2","10.4081/jphr.2021.2513","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130746986&doi=10.4081%2fjphr.2021.2513&partnerID=40&md5=39da797b6b0a909cb8c07f72537cc1cd","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85130746986"
"Almeida R.","Almeida, Rodrigo (58963573800)","58963573800","Dilemmas of representation in the career and work of Emilio Fernández; [Dilemas de representação na carreira e obra de Emilio Fernández]; [Dilemas de la representación en la trayectoria y obra de Emilio Fernández]","2023","Dialogos","27","3","","24","48","24","0","10.4025/dialogos.v27i3.68155","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189108800&doi=10.4025%2fdialogos.v27i3.68155&partnerID=40&md5=8c5fe2f8342ed37c6327b691b29b6f91","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85189108800"
"da Silva M.C.B.; de Araújo I.I.; de Souza T.A.; de Oliveira L.P.B.A.; da Silva J.L.; Barros W.C.T.S.","da Silva, Maria Carolina Batista (57212616373); de Araújo, Ivani Iasmim (57219921240); de Souza, Talita Araujo (57218207621); de Oliveira, Luciane Paula Batista Araujo (45161156100); da Silva, José Lenartte (57272327600); Barros, Wanessa Cristina Tomaz Dos Santos (57211282349)","57212616373; 57219921240; 57218207621; 45161156100; 57272327600; 57211282349","Evidence on the impacts of covid-19 pandemic on violence against children: Scoping review; [Evidências sobre os impactos da pandemia da covid-19 na violência contra crianças: Scoping review]; [Evidencia sobre los impactos de la pandemia del covid-19 en la violencia contra la infancia: Scoping review]","2021","Texto e Contexto Enfermagem","30","","e20210058","","","","2","10.1590/1980-265X-TCE-2021-0058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115789809&doi=10.1590%2f1980-265X-TCE-2021-0058&partnerID=40&md5=c495416a1b232ee78d0562fe51c00746","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85115789809"
"Nilson T.V.; Amato A.A.; Resende C.N.; Primo W.Q.S.P.; Nomura R.M.Y.; Costa M.L.; Opperman M.L.; Brock M.; Trapani A., Jr; da Costa Damasio L.C.V.; Reis N.; Borges V.; Araújo A.C.; Ruano R.; Zaconeta A.C.M.","Nilson, Tainá Vieira (58477075300); Amato, Angélica Amorim (7103136485); Resende, Ceres Nunes (57214232125); Primo, Walquíria Quida Salles Pereira (57202388493); Nomura, Roseli Mieko Yamamoto (7101883866); Costa, Maria Laura (57211251094); Opperman, Maria Lúcia (57241985500); Brock, Marianna (54988145000); Trapani, Alberto (7006062010); da Costa Damasio, Lia Cruz Vaz (57218500415); Reis, Nadia (7005399048); Borges, Vera (35758196000); Araújo, Ana Cristina (36463079100); Ruano, Rodrigo (6701747590); Zaconeta, Alberto Carlos Moreno (56050277600)","58477075300; 7103136485; 57214232125; 57202388493; 7101883866; 57211251094; 57241985500; 54988145000; 7006062010; 57218500415; 7005399048; 35758196000; 36463079100; 6701747590; 56050277600","Unplanned pregnancy in Brazil: national study in eight university hospitals","2023","Revista de Saude Publica","57","","35","","","","2","10.11606/s1518-8787.2023057004449","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164208767&doi=10.11606%2fs1518-8787.2023057004449&partnerID=40&md5=e80d4dd081256987a5b07a34b723e781","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85164208767"
"Moés G.; Guimarães K.N.","Moés, Guilherme (58188486700); Guimarães, Kalina Naro (57194054525)","58188486700; 57194054525","The theme of feminicide in two flash fiction by Marina Colasanti: a reading of “Porém Igualmente” and “Uma Questão de Educação”; [O tema do feminicídio em dois microcontos de Marina Colasanti: uma leitura de “Porém Igualmente” e “Uma Questão de Educação”]","2022","Nau Literaria","18","2","","","","","0","10.22456/1981-4526.119674","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152945291&doi=10.22456%2f1981-4526.119674&partnerID=40&md5=cd1204845c11e0ed8ca8fd2ccd131423","Article","Final","","Scopus","2-s2.0-85152945291"
"Nascimento T.M.L.; Oliveira A.V.M.; Santana L.E.A.S.; Da Costa-Abreu M.","Nascimento, Tuany M. L. (58659107000); Oliveira, Andrelyne V. M. (58659107100); Santana, Laura E. A. S. (23968234600); Da Costa-Abreu, Marjory (57575434900)","58659107000; 58659107100; 23968234600; 57575434900","Investigating the use of feature selection techniques for gender prediction systems based on keystroke dynamics","2021","IET Conference Proceedings","2021","1","","97","102","5","1","10.1049/icp.2021.1446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172429571&doi=10.1049%2ficp.2021.1446&partnerID=40&md5=a087be2ebb7c2d0aba5eccbc59a2f631","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85172429571"
"Queiroz J.F.; de Medeiros K.S.; Sarmento A.C.A.; Vital A.L.F.; Stransky B.; Gonçalves A.K.","Queiroz, Janice França (57193222646); de Medeiros, Kleyton Santos (57209417755); Sarmento, Ayane Cristine Alves (57203535360); Vital, Ana Luisa Fernandes (57215460453); Stransky, Beatriz (6506177045); Gonçalves, Ana Katherine (15750764600)","57193222646; 57209417755; 57203535360; 57215460453; 6506177045; 15750764600","Mobile applications for sexual encounters accessed by men who have sex with men: Information on sexually transmitted infection","2021","African Journal of AIDS Research","20","1","","88","92","4","0","10.2989/16085906.2021.1874443","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102319987&doi=10.2989%2f16085906.2021.1874443&partnerID=40&md5=085f12c735653c4721d7dc5e9edb2cc0","Article","Final","","Scopus","2-s2.0-85102319987"
"Costa L.L.V.; Visentini D.M.; Scott J.B.; Siqueira A.C.","Costa, Lucas Lazzarotto Vasconcelos (58786874200); Visentini, Danielle Machado (58111781900); Scott, Juliano Beck (56924123900); Siqueira, Aline Cardoso (14068145300)","58786874200; 58111781900; 56924123900; 14068145300","Gender and violence in affective-sexual relationships among adolescents; [Gênero e violência nos relacionamentos afetivo-sexuais entre adolescentes]","2023","Interacao em Psicologia","27","3","","242","251","9","0","10.5380/riep.v27i3.87813","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180954583&doi=10.5380%2friep.v27i3.87813&partnerID=40&md5=3ca2617573cb931f54f37fbc542ca131","Article","Final","","Scopus","2-s2.0-85180954583"
"da Silva Duarte F.H.; de Oliveira Silva S.; dos Santos Oliveira E.; da Silva B.V.S.; de Melo E.B.B.; Cabral M.A.L.; Dantas R.A.N.; Dantas D.V.","da Silva Duarte, Fernando Hiago (57832789300); de Oliveira Silva, Silmara (57938427200); dos Santos Oliveira, Eloysa (58967430400); da Silva, Bruna Vilar Soares (57292156500); de Melo, Evelin Beatriz Bezerra (57452562300); Cabral, Maria Amélia Lopes (58545847100); Dantas, Rodrigo Assis Neves (55368852500); Dantas, Daniele Vieira (55368301200)","57832789300; 57938427200; 58967430400; 57292156500; 57452562300; 58545847100; 55368852500; 55368301200","Health educational strategies for people living with HIV: scoping review","2024","ACTA Paulista de Enfermagem","37","","eAPE02572","","","","0","10.37689/acta-ape/2024AR0025722","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190715840&doi=10.37689%2facta-ape%2f2024AR0025722&partnerID=40&md5=b6a34c1b12b2b8a1ae497196c6f5e00f","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85190715840"
"Freitas C.H.S.M.; Forte F.D.S.; Galvão M.H.R.; Coelho A.A.; Roncalli A.G.; Dias S.M.F.","Freitas, Claudia Helena Soares de Morais (7005635057); Forte, Franklin Delano Soares (7004015168); Galvão, Maria Helena Rodrigues (57209342178); Coelho, Ardigleusa Alves (35887825100); Roncalli, Angelo Giuseppe (14009515100); Dias, Sonia Maria Ferreira (8869411500)","7005635057; 7004015168; 57209342178; 35887825100; 14009515100; 8869411500","Inequalities in access to hiv and syphilis tests in prenatal care in Brazil; [Desigualdades no acesso a testes para hiv e sífilis durante a assistência pré-natal no Brasil]; [Inequidades en el acceso a las pruebas de vih y sífilis durante el cuidado prenatal en Brasil]","2019","Cadernos de Saude Publica","35","6","e00170918","","","","16","10.1590/0102-311X00170918","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067514245&doi=10.1590%2f0102-311X00170918&partnerID=40&md5=76adc2efc146bd4ecc2bb5148f6a4cb8","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85067514245"
